fipscode,state,year,density,providers,Total,Deployment,Supply,Demand,HHINC,percent_male,percent_white,percent_black,lowed,region,unemploymentrate,typography,slope,road
1039,Alabama,2008.0,0.000498901163220114,7.9,18.4,0.0,9.75,3.5,28593,0.484405380210414,0.853908642961779,0.125023305366893,0: Not low-education type,3: South,3.9,4: Irregular plains,,
1041,Alabama,2008.0,0.00031494877901605,7.76923076923077,18.4,0.0,9.75,3.5,28263,0.482689268783221,0.728918258870852,0.241560120672317,1: Low-education type,3: South,4.3,4: Irregular plains,,
1041,Alabama,2004.0,0.00031494877901605,2.16666666666667,18.4,0.0,9.75,3.5,28263,0.475704815327457,0.737597435710643,0.243243243243243,1: Low-education type,3: South,4.3,4: Irregular plains,,
1043,Alabama,2008.0,0.0015426915857113,7.16666666666667,18.4,0.0,9.75,3.5,33962,0.494848828373177,0.968644500641561,0.0114982621803097,0: Not low-education type,3: South,3.5,14: Open hills,,
1043,Alabama,2004.0,0.0015426915857113,3.11111111111111,18.4,0.0,9.75,3.5,33962,0.49525796418835,0.971547785130102,0.0111479438379132,0: Not low-education type,3: South,3.5,14: Open hills,,
1045,Alabama,2004.0,0.001199871233331,4.16666666666667,18.4,0.0,9.75,3.5,32690,0.497634277591634,0.756889024266423,0.202985074626866,0: Not low-education type,3: South,3.9,4: Irregular plains,,
1045,Alabama,2008.0,0.001199871233331,9.33333333333333,18.4,0.0,9.75,3.5,32690,0.492671091415853,0.75695293858154,0.198231437107738,0: Not low-education type,3: South,3.9,4: Irregular plains,,
1047,Alabama,2008.0,0.000610387456677123,7.7,18.4,0.0,9.75,3.5,24385,0.460612221845702,0.299491697729583,0.689190105049136,0: Not low-education type,3: South,7.5,4: Irregular plains,,
1047,Alabama,2004.0,0.000610387456677123,2.55555555555556,18.4,0.0,9.75,3.5,24385,0.458421698850318,0.328563455742828,0.661145217100123,0: Not low-education type,3: South,7.5,4: Irregular plains,,
1049,Alabama,2004.0,0.0012291363853635,2.85,18.4,0.0,9.75,3.5,31231,0.493532560214095,0.945554564377044,0.0178709485578353,1: Low-education type,3: South,4.4,9: Plains with hills,,
1049,Alabama,2008.0,0.0012291363853635,7.375,18.4,0.0,9.75,3.5,31231,0.493051204647719,0.932961212052173,0.0186677678418864,1: Low-education type,3: South,4.4,9: Plains with hills,,
1051,Alabama,2008.0,0.0017600898579525,10.6153846153846,18.4,0.0,9.75,3.5,42630,0.490604648768308,0.775348142809339,0.201588200468481,0: Not low-education type,3: South,3.3,14: Open hills,,
1051,Alabama,2004.0,0.0017600898579525,4.46153846153846,18.4,0.0,9.75,3.5,42630,0.498915767833507,0.775310484665859,0.203638514179504,0: Not low-education type,3: South,3.3,14: Open hills,,
1053,Alabama,2008.0,0.000553250731280406,10.7142857142857,18.4,0.0,9.75,3.5,28526,0.511007408579187,0.632576656384297,0.316486066070817,1: Low-education type,3: South,4.9,4: Irregular plains,,
1053,Alabama,2004.0,0.000553250731280406,3.16666666666667,18.4,0.0,9.75,3.5,28526,0.505157372789224,0.644313631904118,0.309389335242489,1: Low-education type,3: South,4.9,4: Irregular plains,,
1055,Alabama,2008.0,0.0026951811443231,10.0666666666667,18.4,0.0,9.75,3.5,31446,0.483724545611577,0.823186764677658,0.151094946548183,0: Not low-education type,3: South,4.1,15: Open high hills,,
1055,Alabama,2004.0,0.0026951811443231,4.6,18.4,0.0,9.75,3.5,31446,0.481296080714009,0.830966239813737,0.148399301513388,0: Not low-education type,3: South,4.1,15: Open high hills,,
1057,Alabama,2004.0,0.000392989184435956,2.625,18.4,0.0,9.75,3.5,30133,0.487071357230052,0.873376983686605,0.116857174564421,1: Low-education type,3: South,3.9,14: Open hills,,
1057,Alabama,2008.0,0.000392989184435956,6.0,18.4,0.0,9.75,3.5,30133,0.493472436007069,0.867054329855766,0.11926343994071,1: Low-education type,3: South,3.9,14: Open hills,,
1059,Alabama,2004.0,0.000677279232751328,2.75,18.4,0.0,9.75,3.5,28182,0.494604784191368,0.940457618304732,0.0398465938637546,1: Low-education type,3: South,4.6,14: Open hills,,
1059,Alabama,2008.0,0.000677279232751328,7.0,18.4,0.0,9.75,3.5,28182,0.49750468864236,0.930989541943482,0.0406560920563273,1: Low-education type,3: South,4.6,14: Open hills,,
1061,Alabama,2008.0,0.000628503979363887,7.92307692307692,18.4,0.0,9.75,3.5,27949,0.488140809127073,0.877505066426481,0.0979133828717256,1: Low-education type,3: South,3.4,4: Irregular plains,,
1061,Alabama,2004.0,0.000628503979363887,3.15384615384615,18.4,0.0,9.75,3.5,27949,0.487583423870868,0.876765481918361,0.10383361787987,1: Low-education type,3: South,3.4,4: Irregular plains,,
1063,Alabama,2008.0,0.000197888170886191,6.4,18.4,0.0,9.75,3.5,21869,0.480179506357517,0.185383053745058,0.807244363714072,1: Low-education type,3: South,5.8,4: Irregular plains,,
1063,Alabama,2004.0,0.000197888170886191,2.0,18.4,0.0,9.75,3.5,21869,0.477596531075779,0.18645467685319,0.808692958909767,1: Low-education type,3: South,5.8,4: Irregular plains,,
1065,Alabama,2004.0,0.000392989184435956,2.71428571428571,18.4,0.0,9.75,3.5,26075,0.489591410677006,0.397971965404116,0.594572025052192,1: Low-education type,3: South,4.7,14: Open hills,,
1065,Alabama,2008.0,0.000392989184435956,5.57142857142857,18.4,0.0,9.75,3.5,26075,0.478290282902829,0.400922509225092,0.59089790897909,1: Low-education type,3: South,4.7,14: Open hills,,
1067,Alabama,2008.0,0.00041110570712272,8.5,18.4,0.0,9.75,3.5,31442,0.47819487418997,0.684686788487361,0.30036779730282,1: Low-education type,3: South,3.8,4: Irregular plains,,
1067,Alabama,2004.0,0.00041110570712272,4.0,18.4,0.0,9.75,3.5,31442,0.477833692786964,0.672717469446441,0.31536065180925,1: Low-education type,3: South,3.8,4: Irregular plains,,
1069,Alabama,2008.0,0.0023676901572932,8.78571428571429,18.4,0.0,9.75,3.5,35798,0.480011695552665,0.714336126150651,0.2583003135618,0: Not low-education type,3: South,3.3,4: Irregular plains,,
1069,Alabama,2004.0,0.0023676901572932,3.61538461538462,18.4,0.0,9.75,3.5,35798,0.476526303284266,0.724266413227782,0.253129286231141,0: Not low-education type,3: South,3.3,4: Irregular plains,,
1071,Alabama,2008.0,0.000687034283428817,6.19047619047619,18.4,0.0,9.75,3.5,33036,0.488668846333489,0.920878094348435,0.0351611396543671,1: Low-education type,3: South,4.4,16: Open low mountains,,
1071,Alabama,2004.0,0.000687034283428817,2.8125,18.4,0.0,9.75,3.5,33036,0.488313872022419,0.923418963101355,0.0359831854273704,1: Low-education type,3: South,4.4,16: Open low mountains,,
1073,Alabama,2004.0,0.0082708893958418,6.25862068965517,18.4,0.0,9.75,3.5,38230,0.472539834731404,0.570854985267285,0.406805858940921,0: Not low-education type,3: South,3.9,15: Open high hills,,
1073,Alabama,2008.0,0.0082708893958418,11.4918032786885,18.4,0.0,9.75,3.5,38230,0.473028590577447,0.555510197864465,0.418502383817459,0: Not low-education type,3: South,3.9,15: Open high hills,,
1075,Alabama,2008.0,0.000328884565698176,6.0,18.4,0.0,9.75,3.5,28829,0.483884046219339,0.869450638556659,0.1173052233259,1: Low-education type,3: South,4.9,14: Open hills,,
1075,Alabama,2004.0,0.000328884565698176,2.875,18.4,0.0,9.75,3.5,28829,0.485505804311774,0.875489220563847,0.115887230514096,1: Low-education type,3: South,4.9,14: Open hills,,
1077,Alabama,2008.0,0.0018604275220638,7.22222222222222,18.4,0.0,9.75,3.5,34347,0.478416954079087,0.877323702305807,0.0995097720222989,0: Not low-education type,3: South,4.5,14: Open hills,,
1077,Alabama,2004.0,0.0018604275220638,3.0,18.4,0.0,9.75,3.5,34347,0.477933552720552,0.884134246945859,0.0979804354686021,0: Not low-education type,3: South,4.5,14: Open hills,,
1079,Alabama,2004.0,0.000689821440765242,3.0,18.4,0.0,9.75,3.5,34084,0.490384055014861,0.785506148376945,0.123433766536511,1: Low-education type,3: South,4.9,14: Open hills,,
1079,Alabama,2008.0,0.000689821440765242,7.44444444444444,18.4,0.0,9.75,3.5,34084,0.48862440051468,0.782957071002456,0.118990525207627,1: Low-education type,3: South,4.9,14: Open hills,,
1081,Alabama,2008.0,0.0030505437047174,9.26666666666667,18.4,0.0,9.75,3.5,33408,0.494513990068687,0.728449942017781,0.22981029407392,0: Not low-education type,3: South,3.2,4: Irregular plains,,
1081,Alabama,2004.0,0.0030505437047174,3.28571428571429,18.4,0.0,9.75,3.5,33408,0.493277393395162,0.735994569573253,0.228993898948264,0: Not low-education type,3: South,3.2,4: Irregular plains,,
1083,Alabama,2008.0,0.0018952669887691,8.78571428571429,18.4,0.0,9.75,3.5,40808,0.508530475042811,0.836557366651868,0.12850891101668,0: Not low-education type,3: South,3.9,4: Irregular plains,,
1083,Alabama,2004.0,0.0018952669887691,4.42857142857143,18.4,0.0,9.75,3.5,40808,0.50806834020663,0.845731610937882,0.129150920351185,0: Not low-education type,3: South,3.9,4: Irregular plains,,
1085,Alabama,2004.0,0.000246663424273632,2.85714285714286,18.4,0.0,9.75,3.5,24009,0.474530618711875,0.253267844410996,0.739443872296601,1: Low-education type,3: South,7.0,4: Irregular plains,,
1085,Alabama,2008.0,0.000246663424273632,8.22222222222222,18.4,0.0,9.75,3.5,24009,0.472360958266317,0.254719376957589,0.737069330398713,1: Low-education type,3: South,7.0,4: Irregular plains,,
1087,Alabama,2008.0,0.000510049792565815,9.15384615384615,18.4,0.0,9.75,3.5,22492,0.457563550493124,0.149789322591101,0.834606658332176,0: Not low-education type,3: South,5.1,4: Irregular plains,,
1087,Alabama,2004.0,0.000510049792565815,3.25,18.4,0.0,9.75,3.5,22492,0.459775181838219,0.148776724707957,0.838395415472779,0: Not low-education type,3: South,5.1,4: Irregular plains,,
1089,Alabama,2004.0,0.0055548045714954,6.24,18.4,0.0,9.75,3.5,48623,0.488917826520776,0.715864774822005,0.234898784055741,0: Not low-education type,3: South,3.1,"6: Tablelands, considerable relief",,
1089,Alabama,2008.0,0.0055548045714954,11.16,18.4,0.0,9.75,3.5,48623,0.490204805796134,0.704657430932908,0.240975995746864,0: Not low-education type,3: South,3.1,"6: Tablelands, considerable relief",,
1091,Alabama,2008.0,0.000301012992333924,7.0,18.4,0.0,9.75,3.5,28689,0.468144953354273,0.466082227743659,0.521822699357742,0: Not low-education type,3: South,5.0,4: Irregular plains,,
1091,Alabama,2004.0,0.000301012992333924,2.58333333333333,18.4,0.0,9.75,3.5,28689,0.468521834963494,0.470725995316159,0.520503283280525,0: Not low-education type,3: South,5.0,4: Irregular plains,,
1093,Alabama,2008.0,0.000553250731280406,5.33333333333333,18.4,0.0,9.75,3.5,27126,0.497218448800052,0.945792095219613,0.0400090562132091,1: Low-education type,3: South,3.9,14: Open hills,,
1093,Alabama,2004.0,0.000553250731280406,2.81818181818182,18.4,0.0,9.75,3.5,27126,0.495346703368725,0.950288373312361,0.0369642154935116,1: Low-education type,3: South,3.9,14: Open hills,,
1095,Alabama,2008.0,0.0021795570370845,7.83333333333333,18.4,0.0,9.75,3.5,33688,0.491358485593816,0.949501493323963,0.0187873330990864,0: Not low-education type,3: South,3.4,"6: Tablelands, considerable relief",,
1095,Alabama,2004.0,0.0021795570370845,3.52941176470588,18.4,0.0,9.75,3.5,33688,0.489727596292772,0.957829697759923,0.0170208267258695,0: Not low-education type,3: South,3.4,"6: Tablelands, considerable relief",,
1097,Alabama,2004.0,0.0046057774984426,4.66666666666667,18.4,0.0,9.75,3.5,32788,0.478702579914011,0.624938749971731,0.340396875054968,0: Not low-education type,3: South,4.3,4: Irregular plains,,
1097,Alabama,2008.0,0.0046057774984426,13.8823529411765,18.4,0.0,9.75,3.5,32788,0.47980429916226,0.614595450590915,0.345775618529995,0: Not low-education type,3: South,4.3,4: Irregular plains,,
1099,Alabama,2004.0,0.000306587307006774,2.375,18.4,0.0,9.75,3.5,28942,0.479742521772056,0.567798392864656,0.40897808069334,1: Low-education type,3: South,5.4,14: Open hills,,
1099,Alabama,2008.0,0.000306587307006774,6.9,18.4,0.0,9.75,3.5,28942,0.481725302440901,0.560509554140127,0.41264480827598,1: Low-education type,3: South,5.4,14: Open hills,,
1101,Alabama,2008.0,0.0039953900417655,11.9130434782609,18.4,0.0,9.75,3.5,35523,0.475514483801619,0.425391605593926,0.540417917796897,0: Not low-education type,3: South,4.0,4: Irregular plains,,
1101,Alabama,2004.0,0.0039953900417655,5.36363636363636,18.4,0.0,9.75,3.5,35523,0.473870189505027,0.459587806387387,0.513120958556425,0: Not low-education type,3: South,4.0,4: Irregular plains,,
1103,Alabama,2008.0,0.0027899444937616,8.46666666666667,18.4,0.0,9.75,3.5,39872,0.490857647798528,0.847664281951501,0.119012014206332,0: Not low-education type,3: South,3.9,14: Open hills,,
1103,Alabama,2004.0,0.0027899444937616,3.4,18.4,0.0,9.75,3.5,39872,0.49103587420137,0.856520892695963,0.116055784648603,0: Not low-education type,3: South,3.9,14: Open hills,,
1105,Alabama,2008.0,0.000206249642895466,6.4,18.4,0.0,9.75,3.5,20555,0.465211714232419,0.303021824286514,0.688584219362059,1: Low-education type,3: South,8.0,14: Open hills,,
1105,Alabama,2004.0,0.000206249642895466,2.4,18.4,0.0,9.75,3.5,20555,0.463014435577871,0.296243163274455,0.696135568905227,1: Low-education type,3: South,8.0,14: Open hills,,
1107,Alabama,2004.0,0.000309374464343199,2.5,18.4,0.0,9.75,3.5,26821,0.473503434739941,0.562904808635918,0.426202158979392,0: Not low-education type,3: South,4.7,14: Open hills,,
1107,Alabama,2008.0,0.000309374464343199,6.875,18.4,0.0,9.75,3.5,26821,0.474562678562478,0.564182246503935,0.422334720064157,0: Not low-education type,3: South,4.7,14: Open hills,,
1109,Alabama,2008.0,0.0006298975580321,9.0,18.4,0.0,9.75,3.5,26525,0.47768204298734,0.592273476624467,0.369436063330119,1: Low-education type,3: South,3.5,4: Irregular plains,,
1109,Alabama,2004.0,0.0006298975580321,3.66666666666667,18.4,0.0,9.75,3.5,26525,0.475304808289478,0.598960546530252,0.369921223809368,1: Low-education type,3: South,3.5,4: Irregular plains,,
1111,Alabama,2004.0,0.000543495680602918,2.5,18.4,0.0,9.75,3.5,29366,0.486392896781354,0.774206437291898,0.213496115427303,1: Low-education type,3: South,5.4,14: Open hills,,
1111,Alabama,2008.0,0.000543495680602918,7.5,18.4,0.0,9.75,3.5,29366,0.483700862895494,0.776082977425259,0.206964176762834,1: Low-education type,3: South,5.4,14: Open hills,,
1113,Alabama,2008.0,0.0010981399905515,8.41666666666667,18.4,0.0,9.75,3.5,28467,0.474005521639383,0.549286464206556,0.421997122525956,1: Low-education type,3: South,5.2,4: Irregular plains,,
1113,Alabama,2004.0,0.0010981399905515,3.0,18.4,0.0,9.75,3.5,28467,0.472524142389592,0.558143763384379,0.419491696634207,1: Low-education type,3: South,5.2,4: Irregular plains,,
1115,Alabama,2004.0,0.0017600898579525,3.47058823529412,18.4,0.0,9.75,3.5,38640,0.504345603271984,0.90100261304249,0.0815723699159282,0: Not low-education type,3: South,3.5,15: Open high hills,,
1115,Alabama,2008.0,0.0017600898579525,7.35294117647059,18.4,0.0,9.75,3.5,38640,0.502234588724869,0.893453824655578,0.0849882422466543,0: Not low-education type,3: South,3.5,15: Open high hills,,
1117,Alabama,2004.0,0.0033334401743645,5.13636363636364,18.4,0.0,9.75,3.5,60753,0.491122546860766,0.884185886568893,0.089100309489192,0: Not low-education type,3: South,2.7,15: Open high hills,,
1117,Alabama,2008.0,0.0033334401743645,11.6363636363636,18.4,0.0,9.75,3.5,60753,0.490145013631494,0.864528413973076,0.102411236169603,0: Not low-education type,3: South,2.7,15: Open high hills,,
1119,Alabama,2008.0,0.000204856064227254,5.875,18.4,0.0,9.75,3.5,20520,0.451087739518801,0.24146376602795,0.751908946837631,1: Low-education type,3: South,6.3,4: Irregular plains,,
1119,Alabama,2004.0,0.000204856064227254,2.28571428571429,18.4,0.0,9.75,3.5,20520,0.456646188215582,0.24916224518291,0.744903658196035,1: Low-education type,3: South,6.3,4: Irregular plains,,
1121,Alabama,2004.0,0.0015190007483517,4.3,18.4,0.0,9.75,3.5,33159,0.488852463057223,0.668901514684677,0.316802031082463,1: Low-education type,3: South,4.2,15: Open high hills,,
1121,Alabama,2008.0,0.0015190007483517,9.6,18.4,0.0,9.75,3.5,33159,0.487302834350638,0.663189702060797,0.318257085876594,1: Low-education type,3: South,4.2,15: Open high hills,,
1123,Alabama,2008.0,0.000792946262212975,9.16666666666667,18.4,0.0,9.75,3.5,30554,0.483560526063166,0.714721128923874,0.26862340405107,0: Not low-education type,3: South,3.9,14: Open hills,,
1123,Alabama,2004.0,0.000792946262212975,3.16666666666667,18.4,0.0,9.75,3.5,30554,0.480197535693331,0.723254449442597,0.26398396244866,0: Not low-education type,3: South,3.9,14: Open hills,,
1125,Alabama,2004.0,0.0018924798314327,4.11111111111111,18.4,0.0,9.75,3.5,35192,0.482210979297511,0.685107001628286,0.292643638055362,0: Not low-education type,3: South,3.2,14: Open hills,,
1125,Alabama,2008.0,0.0018924798314327,9.07407407407407,18.4,0.0,9.75,3.5,35192,0.484526271578421,0.679589352075835,0.296023775472771,0: Not low-education type,3: South,3.2,14: Open hills,,
1127,Alabama,2008.0,0.0012152005986814,7.11764705882353,18.4,0.0,9.75,3.5,31201,0.486562983710474,0.922517874253704,0.0594088597331761,1: Low-education type,3: South,3.8,14: Open hills,,
1127,Alabama,2004.0,0.0012152005986814,3.11764705882353,18.4,0.0,9.75,3.5,31201,0.484547348788413,0.92558539392968,0.0603097815792158,1: Low-education type,3: South,3.8,14: Open hills,,
1129,Alabama,2008.0,0.000221579008245805,6.18181818181818,18.4,0.0,9.75,3.5,31118,0.491083676268861,0.655006858710562,0.25165752171925,0: Not low-education type,3: South,5.4,4: Irregular plains,,
1129,Alabama,2004.0,0.000221579008245805,2.33333333333333,18.4,0.0,9.75,3.5,31118,0.488287174877816,0.655974383461603,0.25919892140891,0: Not low-education type,3: South,5.4,4: Irregular plains,,
1131,Alabama,2008.0,0.000200675328222616,6.81818181818182,18.4,0.0,9.75,3.5,19524,0.469953901876852,0.266216661178795,0.728350345735924,1: Low-education type,3: South,8.1,14: Open hills,,
1131,Alabama,2004.0,0.000200675328222616,2.25,18.4,0.0,9.75,3.5,19524,0.465460657968462,0.273273032898423,0.721684143120147,1: Low-education type,3: South,8.1,14: Open hills,,
1133,Alabama,2004.0,0.000544889259271131,2.36363636363636,18.4,0.0,9.75,3.5,27349,0.489518160396522,0.978386284228488,0.0045502559518972,1: Low-education type,3: South,4.4,14: Open hills,,
1133,Alabama,2008.0,0.000544889259271131,5.91666666666667,18.4,0.0,9.75,3.5,27349,0.493359248461289,0.972303206997085,0.0049400712666018,1: Low-education type,3: South,4.4,14: Open hills,,
4001,Arizona,2004.0,8.77954560973944e-05,2.46153846153846,51.2,31.2,16.25,6.5,25489,0.498701603556286,0.234694326667743,0.0032423233227212,1: Low-education type,4: West,10.4,"6: Tablelands, considerable relief",,
4001,Arizona,2008.0,8.77954560973944e-05,6.35714285714286,51.2,31.2,16.25,6.5,25489,0.49763175593492,0.242405162915158,0.0027331396763161,1: Low-education type,4: West,10.4,"6: Tablelands, considerable relief",,
4003,Arizona,2008.0,0.000291257941656435,9.9375,51.2,31.2,16.25,6.5,34755,0.508521736434589,0.887175154817358,0.0456042721065236,0: Not low-education type,4: West,4.7,12: Plains with high mountains,,
4003,Arizona,2004.0,0.000291257941656435,3.5,51.2,31.2,16.25,6.5,34755,0.505233945177467,0.894671924955775,0.0461479786422578,0: Not low-education type,4: West,4.7,12: Plains with high mountains,,
4005,Arizona,2004.0,9.61569281066701e-05,3.26666666666667,51.2,31.2,16.25,6.5,38980,0.497454382697795,0.67324983815149,0.0128200004795511,0: Not low-education type,4: West,4.9,"8: Tablelands, very high relief",,
4005,Arizona,2008.0,9.61569281066701e-05,8.8,51.2,31.2,16.25,6.5,38980,0.49598416418284,0.66637846692908,0.0137577453679476,0: Not low-education type,4: West,4.9,"8: Tablelands, very high relief",,
